file_path,filename,project,doc_type,ext,created_at,folder_type
test_workspace\folder_6933_X\(1).jpg,(1).jpg,신제품 '퀀텀' 출시,계약,.jpg,2025-05-24 20:22:41,random_folder
test_workspace\folder_1249_V\첨부.jpg,첨부.jpg,사내 업무 효율화 TF,설문결과,.jpg,2024-11-23 05:58:41,random_folder
test_workspace\2025_3분기_마케팅_캠페인\_LAST_61.pptx,_LAST_61.pptx,2025 3분기 마케팅 캠페인,개발일정,.pptx,2025-07-09 08:11:41,project_folder
test_workspace\-최종본(최종)K4HZ@#.pdf,-최종본(최종)K4HZ@#.pdf,2025 3분기 마케팅 캠페인,설문결과,.pdf,2024-08-27 12:32:41,root
test_workspace\(최종).docx,(최종).docx,협력사,피드백,.docx,2025-01-27 00:07:41,root
test_workspace\-사본.png,-사본.png,협력사,회의록,.png,2025-08-03 12:16:41,root
test_workspace\외부고객\고객문의6jxrzu.jpg,고객문의6jxrzu.jpg,외부고객,광고시안,.jpg,2025-05-14 07:22:41,project_folder
test_workspace\견적.xlsx,견적.xlsx,신제품 '퀀텀' 출시,지원요청,.xlsx,2025-06-03 03:26:41,root
test_workspace\folder_6063_N\자료.png,자료.png,협력사,광고시안,.png,2025-03-18 20:08:41,random_folder
test_workspace\folder_5723_C\-최종(2).jpg,-최종(2).jpg,사내 업무 효율화 TF,고객문의,.jpg,2025-03-18 22:11:41,random_folder
test_workspace\folder_9407_P\v3.xlsx,v3.xlsx,기타,광고시안,.xlsx,2024-08-23 22:59:41,random_folder
test_workspace\folder_1478_S\-사본q6r5n.xlsx,-사본q6r5n.xlsx,신제품 '퀀텀' 출시,QnA,.xlsx,2025-07-30 11:18:41,random_folder
test_workspace\folder_2228_^\고객문의.jpg,고객문의.jpg,내부지원,계약,.jpg,2025-07-11 20:35:41,random_folder
test_workspace\협력사\계약2h13.docx,계약2h13.docx,협력사,캠페인제안서,.docx,2025-06-11 01:54:41,project_folder
test_workspace\v2.jpg,v2.jpg,외부고객,요구사항정의서,.jpg,2025-05-12 04:46:41,root
test_workspace\-최종4s18b.docx,-최종4s18b.docx,외부고객,결과보고서,.docx,2024-09-29 18:18:41,root
test_workspace\folder_2228_^\자료.png,자료.png,사내 업무 효율화 TF,결과보고서,.png,2025-02-03 12:12:41,random_folder
test_workspace\자료@#_71.pptx,자료@#_71.pptx,협력사,개선안,.pptx,2025-01-18 01:25:41,root
test_workspace\folder_4687_T\final@#.png,final@#.png,외부고객,요구사항정의서,.png,2024-12-02 13:30:41,random_folder
test_workspace\folder_7492_B\-최종본(1).pdf,-최종본(1).pdf,외부고객,기획안,.pdf,2025-03-09 02:40:41,random_folder
test_workspace\folder_4687_T\최종본.pdf,최종본.pdf,외부고객,개발일정,.pdf,2025-01-15 04:50:41,random_folder
test_workspace\-최종본(1)dm.txt,-최종본(1)dm.txt,신제품 '퀀텀' 출시,이슈,.txt,2024-12-07 05:08:41,root
test_workspace\수정본.pdf,수정본.pdf,사내 업무 효율화 TF,요구사항정의서,.pdf,2024-12-18 07:12:41,root
test_workspace\folder_6933_X\-사본8D.png,-사본8D.png,기타,개선안,.png,2024-10-07 02:12:41,random_folder
test_workspace\folder_9694_O\v3.pdf,v3.pdf,내부지원,이슈,.pdf,2025-05-01 06:57:41,random_folder
test_workspace\folder_3530_]\v2.txt,v2.txt,협력사,기획안,.txt,2024-08-28 06:30:41,random_folder
test_workspace\folder_4967_L\v1.pptx,v1.pptx,기타,피드백,.pptx,2025-08-09 05:42:41,random_folder
test_workspace\-최종(1).pdf,-최종(1).pdf,협력사,결과보고서,.pdf,2025-02-10 16:38:41,root
test_workspace\신제품_퀀텀_출시\지원요청.pptx,지원요청.pptx,신제품 '퀀텀' 출시,디자인시안,.pptx,2024-09-23 06:07:41,project_folder
test_workspace\folder_9952_J\(1)wo0n_27.pdf,(1)wo0n_27.pdf,2025 3분기 마케팅 캠페인,디자인시안,.pdf,2025-03-18 19:26:41,random_folder
test_workspace\folder_5179_F\-최종본(2).xlsx,-최종본(2).xlsx,2025 3분기 마케팅 캠페인,지원요청,.xlsx,2024-11-23 12:12:41,random_folder
test_workspace\계약.txt,계약.txt,사내 업무 효율화 TF,캠페인제안서,.txt,2025-06-01 12:15:41,root
test_workspace\사내_업무_효율화_TF\수정본pok.xlsx,수정본pok.xlsx,사내 업무 효율화 TF,예산안,.xlsx,2025-07-28 17:13:41,project_folder
test_workspace\folder_3025_M\이슈.txt,이슈.txt,기타,예산안,.txt,2024-12-13 12:45:41,random_folder
test_workspace\folder_6933_X\v3.pptx,v3.pptx,사내 업무 효율화 TF,고객문의,.pptx,2024-12-29 16:31:41,random_folder
test_workspace\folder_7026_Z\피드백.jpg,피드백.jpg,신제품 '퀀텀' 출시,광고시안,.jpg,2025-04-05 10:45:41,random_folder
test_workspace\folder_4555_G\V2OBFK.docx,V2OBFK.docx,협력사,계약,.docx,2025-02-15 08:07:41,random_folder
test_workspace\folder_7492_B\지원요청.pptx,지원요청.pptx,사내 업무 효율화 TF,지원요청,.pptx,2024-11-15 15:51:41,random_folder
test_workspace\folder_2614_K\-최종본(1)_70.docx,-최종본(1)_70.docx,신제품 '퀀텀' 출시,광고시안,.docx,2025-04-30 01:01:41,random_folder
test_workspace\사내_업무_효율화_TF\-사본cxn4r.pptx,-사본cxn4r.pptx,사내 업무 효율화 TF,이슈,.pptx,2025-01-14 03:57:41,project_folder
test_workspace\folder_6063_N\-최종(1).jpg,-최종(1).jpg,내부지원,기획안,.jpg,2024-09-15 11:23:41,random_folder
test_workspace\QnA.xlsx,QnA.xlsx,내부지원,결과보고서,.xlsx,2024-12-11 12:22:41,root
test_workspace\folder_6063_N\_복사본uck8g@#.pptx,_복사본uck8g@#.pptx,외부고객,QnA,.pptx,2025-02-10 14:06:41,random_folder
test_workspace\기타\수정본.xlsx,수정본.xlsx,기타,기획안,.xlsx,2025-06-04 17:44:41,project_folder
test_workspace\v2.jpg,v2.jpg,사내 업무 효율화 TF,설문결과,.jpg,2024-12-16 10:17:41,root
test_workspace\협력사\회의.pptx,회의.pptx,협력사,지원요청,.pptx,2025-03-26 14:53:41,project_folder
test_workspace\수정본2xc2x.jpg,수정본2xc2x.jpg,사내 업무 효율화 TF,피드백,.jpg,2024-12-08 08:19:41,root
test_workspace\folder_6561_Y\결과09hnf.pptx,결과09hnf.pptx,기타,결과보고서,.pptx,2024-10-19 22:59:41,random_folder
test_workspace\신제품_퀀텀_출시\_LAST.pptx,_LAST.pptx,신제품 '퀀텀' 출시,계약,.pptx,2024-09-07 20:26:41,project_folder
test_workspace\2025_3분기_마케팅_캠페인\(최종)_74.pptx,(최종)_74.pptx,2025 3분기 마케팅 캠페인,계약,.pptx,2024-09-01 00:57:41,project_folder
test_workspace\신제품_퀀텀_출시\_last.docx,_last.docx,신제품 '퀀텀' 출시,고객문의,.docx,2024-09-07 04:49:41,project_folder
test_workspace\-최종(1).png,-최종(1).png,신제품 '퀀텀' 출시,견적,.png,2024-12-09 21:50:41,root
test_workspace\내부지원\피드백.pdf,피드백.pdf,내부지원,개발일정,.pdf,2024-12-23 02:43:41,project_folder
test_workspace\folder_4555_G\보고서.jpg,보고서.jpg,신제품 '퀀텀' 출시,계약,.jpg,2025-05-27 23:56:41,random_folder
test_workspace\-최종본(2)rlad.pptx,-최종본(2)rlad.pptx,기타,결과보고서,.pptx,2025-02-15 13:43:41,root
test_workspace\_복사본@#.xlsx,_복사본@#.xlsx,외부고객,광고시안,.xlsx,2025-03-21 00:05:41,root
test_workspace\-VER.png,-VER.png,신제품 '퀀텀' 출시,지원요청,.png,2025-07-03 19:44:41,root
test_workspace\folder_8983_[\고객문의.pdf,고객문의.pdf,내부지원,계약,.pdf,2024-12-01 03:06:41,random_folder
test_workspace\folder_9156_Q\-최종수정.txt,-최종수정.txt,신제품 '퀀텀' 출시,고객문의,.txt,2024-10-05 23:32:41,random_folder
test_workspace\folder_4687_T\QnA.png,QnA.png,협력사,피드백,.png,2025-04-03 07:57:41,random_folder
test_workspace\결과.pptx,결과.pptx,외부고객,고객문의,.pptx,2025-02-08 02:01:41,root
test_workspace\folder_8983_[\보고서.txt,보고서.txt,2025 3분기 마케팅 캠페인,요구사항정의서,.txt,2024-09-08 17:00:41,random_folder
test_workspace\folder_1249_V\-최종수정bja0_51.pptx,-최종수정bja0_51.pptx,2025 3분기 마케팅 캠페인,계약,.pptx,2025-07-22 08:11:41,random_folder
test_workspace\folder_2228_^\고객문의.xlsx,고객문의.xlsx,신제품 '퀀텀' 출시,QnA,.xlsx,2024-09-01 09:14:41,random_folder
test_workspace\folder_6611_E\-최종본(최종).xlsx,-최종본(최종).xlsx,협력사,광고시안,.xlsx,2025-03-04 18:13:41,random_folder
test_workspace\folder_6561_Y\v2@#_68.docx,v2@#_68.docx,기타,설문결과,.docx,2024-10-09 16:48:41,random_folder
test_workspace\-최종(2)gersn_52.txt,-최종(2)gersn_52.txt,협력사,예산안,.txt,2025-05-18 20:43:41,root
test_workspace\folder_9694_O\-최종본(최종).docx,-최종본(최종).docx,2025 3분기 마케팅 캠페인,디자인시안,.docx,2025-07-25 03:44:41,random_folder
test_workspace\folder_4555_G\-최종본(2).jpg,-최종본(2).jpg,사내 업무 효율화 TF,QnA,.jpg,2025-04-24 04:03:41,random_folder
test_workspace\피드백l9u@#.xlsx,피드백l9u@#.xlsx,기타,설문결과,.xlsx,2024-11-12 16:34:41,root
test_workspace\folder_6063_N\-사본.txt,-사본.txt,협력사,개발일정,.txt,2025-01-07 20:58:41,random_folder
test_workspace\v3.pptx,v3.pptx,외부고객,예산안,.pptx,2025-01-01 06:37:41,root
test_workspace\견적cz9@#.txt,견적cz9@#.txt,내부지원,디자인시안,.txt,2024-08-26 18:17:41,root
test_workspace\folder_7026_Z\ver2ui.pptx,ver2ui.pptx,신제품 '퀀텀' 출시,계약,.pptx,2025-04-11 21:29:41,random_folder
test_workspace\folder_9583_R\최종본.docx,최종본.docx,협력사,견적,.docx,2025-05-14 10:03:41,random_folder
test_workspace\-최종(1).pdf,-최종(1).pdf,협력사,개선안,.pdf,2025-07-18 08:11:41,root
test_workspace\folder_4555_G\계약.jpg,계약.jpg,2025 3분기 마케팅 캠페인,개선안,.jpg,2024-11-07 05:25:41,random_folder
test_workspace\-최종(2)@#.pdf,-최종(2)@#.pdf,기타,개발일정,.pdf,2024-10-06 13:20:41,root
test_workspace\folder_9156_Q\-최종(2).pptx,-최종(2).pptx,사내 업무 효율화 TF,요구사항정의서,.pptx,2025-06-14 20:10:41,random_folder
test_workspace\회의.xlsx,회의.xlsx,사내 업무 효율화 TF,피드백,.xlsx,2025-06-07 16:55:41,root
test_workspace\draft.docx,draft.docx,내부지원,발표자료,.docx,2024-10-11 06:54:41,root
test_workspace\2025_3분기_마케팅_캠페인\ver2@#_58.txt,ver2@#_58.txt,2025 3분기 마케팅 캠페인,QnA,.txt,2025-07-30 10:01:41,project_folder
test_workspace\_LAST.pptx,_LAST.pptx,외부고객,광고시안,.pptx,2024-10-20 15:25:41,root
test_workspace\folder_3530_]\-사본.jpg,-사본.jpg,협력사,캠페인제안서,.jpg,2025-04-04 06:12:41,random_folder
test_workspace\folder_6933_X\v3.docx,v3.docx,기타,예산안,.docx,2024-11-01 06:07:41,random_folder
test_workspace\외부고객\(최종)pl.docx,(최종)pl.docx,외부고객,계약,.docx,2025-03-16 21:27:41,project_folder
test_workspace\folder_9952_J\-사본.docx,-사본.docx,협력사,설문결과,.docx,2025-04-16 17:14:41,random_folder
test_workspace\folder_4555_G\-최종본(1)_21.pptx,-최종본(1)_21.pptx,협력사,디자인시안,.pptx,2024-09-27 02:48:41,random_folder
test_workspace\보고서adgc3.pdf,보고서adgc3.pdf,2025 3분기 마케팅 캠페인,회의록,.pdf,2025-04-23 07:20:41,root
test_workspace\folder_5179_F\최종본.docx,최종본.docx,신제품 '퀀텀' 출시,광고시안,.docx,2025-06-01 00:32:41,random_folder
test_workspace\folder_3025_M\_LAST.txt,_LAST.txt,내부지원,이슈,.txt,2025-04-12 21:14:41,random_folder
test_workspace\folder_5179_F\자료_26.pdf,자료_26.pdf,2025 3분기 마케팅 캠페인,견적,.pdf,2025-06-09 12:23:41,random_folder
test_workspace\folder_3530_]\결과.pdf,결과.pdf,내부지원,계약,.pdf,2025-06-20 04:31:41,random_folder
test_workspace\folder_9941_A\-최종본.docx,-최종본.docx,외부고객,이슈,.docx,2025-07-10 06:58:41,random_folder
test_workspace\folder_3025_M\자료KIHZ.pdf,자료KIHZ.pdf,기타,광고시안,.pdf,2025-01-16 10:02:41,random_folder
test_workspace\folder_9583_R\최종본.pdf,최종본.pdf,내부지원,요구사항정의서,.pdf,2025-04-07 08:18:41,random_folder
test_workspace\결과3c1kew.xlsx,결과3c1kew.xlsx,외부고객,피드백,.xlsx,2025-03-13 10:31:41,root
test_workspace\-최종수정in81.pdf,-최종수정in81.pdf,신제품 '퀀텀' 출시,계약,.pdf,2024-11-12 14:21:41,root
test_workspace\신제품_퀀텀_출시\V2.xlsx,V2.xlsx,신제품 '퀀텀' 출시,요구사항정의서,.xlsx,2024-12-09 13:59:41,project_folder
test_workspace\(1).pdf,(1).pdf,사내 업무 효율화 TF,QnA,.pdf,2024-09-27 11:56:41,root
test_workspace\결과.png,결과.png,협력사,요구사항정의서,.png,2025-04-02 13:22:41,root
test_workspace\folder_4967_L\고객문의.docx,고객문의.docx,사내 업무 효율화 TF,설문결과,.docx,2024-10-05 16:39:41,random_folder
test_workspace\v2@#.txt,v2@#.txt,내부지원,설문결과,.txt,2025-05-21 14:51:41,root
test_workspace\folder_9156_Q\-최종본(2).jpg,-최종본(2).jpg,2025 3분기 마케팅 캠페인,요구사항정의서,.jpg,2025-05-27 22:10:41,random_folder
test_workspace\견적oxzm.pptx,견적oxzm.pptx,협력사,요구사항정의서,.pptx,2025-02-16 02:33:41,root
test_workspace\내부지원\고객문의.pdf,고객문의.pdf,내부지원,예산안,.pdf,2024-10-22 21:54:41,project_folder
test_workspace\ver2.pptx,ver2.pptx,사내 업무 효율화 TF,개발일정,.pptx,2025-03-27 10:29:41,root
test_workspace\-ver7wm@#.png,-ver7wm@#.png,내부지원,QnA,.png,2025-03-11 01:00:41,root
test_workspace\_복사본.jpg,_복사본.jpg,협력사,광고시안,.jpg,2024-10-06 12:53:41,root
test_workspace\folder_4546_U\-최종본(2)PC0O.jpg,-최종본(2)PC0O.jpg,신제품 '퀀텀' 출시,캠페인제안서,.jpg,2025-05-08 20:16:41,random_folder
test_workspace\folder_4493_I\-최종본(최종)_15.pdf,-최종본(최종)_15.pdf,외부고객,광고시안,.pdf,2025-07-07 01:07:41,random_folder
test_workspace\결과.pptx,결과.pptx,내부지원,개발일정,.pptx,2025-08-03 15:31:41,root
test_workspace\최종본gt@#.docx,최종본gt@#.docx,외부고객,광고시안,.docx,2025-03-28 16:06:41,root
test_workspace\folder_2999_D\-사본bk9u.pptx,-사본bk9u.pptx,기타,광고시안,.pptx,2024-10-10 15:00:41,random_folder
test_workspace\folder_1249_V\final.txt,final.txt,기타,설문결과,.txt,2025-07-11 12:07:41,random_folder
test_workspace\folder_9156_Q\-최종(1)@#.docx,-최종(1)@#.docx,외부고객,기획안,.docx,2025-03-22 09:29:41,random_folder
test_workspace\자료.docx,자료.docx,내부지원,계약,.docx,2025-02-02 22:16:41,root
test_workspace\folder_5723_C\-최종(최종)im4r3.xlsx,-최종(최종)im4r3.xlsx,사내 업무 효율화 TF,개발일정,.xlsx,2025-08-16 00:57:41,random_folder
test_workspace\folder_3455_\DRAFT@#.xlsx,DRAFT@#.xlsx,기타,캠페인제안서,.xlsx,2024-11-23 21:16:41,random_folder
test_workspace\folder_5179_F\v2.xlsx,v2.xlsx,2025 3분기 마케팅 캠페인,QnA,.xlsx,2024-12-05 19:37:41,random_folder
test_workspace\draft.pptx,draft.pptx,내부지원,QnA,.pptx,2024-12-10 03:23:41,root
test_workspace\folder_6611_E\_복사본.docx,_복사본.docx,외부고객,계약,.docx,2025-01-20 02:10:41,random_folder
test_workspace\folder_6063_N\회의.pdf,회의.pdf,2025 3분기 마케팅 캠페인,결과보고서,.pdf,2025-02-23 07:17:41,random_folder
test_workspace\folder_7492_B\(최종)fg@#.docx,(최종)fg@#.docx,협력사,캠페인제안서,.docx,2024-08-19 00:25:41,random_folder
test_workspace\수정본t8l.docx,수정본t8l.docx,협력사,디자인시안,.docx,2024-12-16 04:52:41,root
test_workspace\기타\피드백.png,피드백.png,기타,발표자료,.png,2024-09-21 21:41:41,project_folder
test_workspace\사내_업무_효율화_TF\-최종본(최종)7y1psk.xlsx,-최종본(최종)7y1psk.xlsx,사내 업무 효율화 TF,지원요청,.xlsx,2024-08-21 10:49:41,project_folder
test_workspace\신제품_퀀텀_출시\DRAFT.pdf,DRAFT.pdf,신제품 '퀀텀' 출시,요구사항정의서,.pdf,2025-03-20 10:18:41,project_folder
test_workspace\folder_7956_W\-최종(최종)47hx0.docx,-최종(최종)47hx0.docx,내부지원,디자인시안,.docx,2025-08-13 22:28:41,random_folder
test_workspace\계약kd0x8h@#.pdf,계약kd0x8h@#.pdf,사내 업무 효율화 TF,기획안,.pdf,2025-07-13 08:00:41,root
test_workspace\folder_4555_G\피드백.pdf,피드백.pdf,협력사,발표자료,.pdf,2025-01-26 05:31:41,random_folder
test_workspace\신제품_퀀텀_출시\최종본2ht.pptx,최종본2ht.pptx,신제품 '퀀텀' 출시,피드백,.pptx,2024-10-26 07:50:41,project_folder
test_workspace\참고.xlsx,참고.xlsx,협력사,회의록,.xlsx,2024-11-27 05:24:41,root
test_workspace\folder_5723_C\_복사본.docx,_복사본.docx,2025 3분기 마케팅 캠페인,광고시안,.docx,2024-09-09 07:00:41,random_folder
test_workspace\기타\-사본TLNO.xlsx,-사본TLNO.xlsx,기타,캠페인제안서,.xlsx,2024-10-27 16:16:41,project_folder
test_workspace\기타\수정본.txt,수정본.txt,기타,요구사항정의서,.txt,2025-06-19 02:50:41,project_folder
test_workspace\folder_9694_O\첨부.pptx,첨부.pptx,기타,기획안,.pptx,2024-10-23 02:18:41,random_folder
test_workspace\folder_5266_H\DRAFT.png,DRAFT.png,사내 업무 효율화 TF,결과보고서,.png,2024-09-01 22:41:41,random_folder
test_workspace\folder_2999_D\-최종.txt,-최종.txt,외부고객,요구사항정의서,.txt,2025-08-10 12:02:41,random_folder
test_workspace\folder_3530_]\-최종(2)_12.xlsx,-최종(2)_12.xlsx,2025 3분기 마케팅 캠페인,개발일정,.xlsx,2024-10-30 22:02:41,random_folder
test_workspace\신제품_퀀텀_출시\-최종.xlsx,-최종.xlsx,신제품 '퀀텀' 출시,설문결과,.xlsx,2025-01-26 22:49:41,project_folder
test_workspace\(1).txt,(1).txt,사내 업무 효율화 TF,고객문의,.txt,2024-12-05 14:51:41,root
test_workspace\2025_3분기_마케팅_캠페인\-최종(1).jpg,-최종(1).jpg,2025 3분기 마케팅 캠페인,계약,.jpg,2025-07-26 18:51:41,project_folder
test_workspace\folder_6063_N\-최종본(2).jpg,-최종본(2).jpg,기타,캠페인제안서,.jpg,2025-06-18 23:35:41,random_folder
test_workspace\folder_3455_\final.xlsx,final.xlsx,기타,광고시안,.xlsx,2025-02-23 13:28:41,random_folder
test_workspace\folder_5179_F\계약.txt,계약.txt,기타,지원요청,.txt,2025-04-22 06:31:41,random_folder
test_workspace\folder_3455_\v1.docx,v1.docx,내부지원,고객문의,.docx,2024-11-30 03:27:41,random_folder
test_workspace\folder_6561_Y\VER2.pptx,VER2.pptx,사내 업무 효율화 TF,QnA,.pptx,2025-04-14 10:48:41,random_folder
test_workspace\v1.txt,v1.txt,2025 3분기 마케팅 캠페인,피드백,.txt,2024-08-25 10:02:41,root
test_workspace\folder_9941_A\최종본.pptx,최종본.pptx,신제품 '퀀텀' 출시,디자인시안,.pptx,2024-09-01 23:20:41,random_folder
test_workspace\folder_4967_L\-최종본(2).pptx,-최종본(2).pptx,외부고객,발표자료,.pptx,2025-01-11 02:21:41,random_folder
test_workspace\folder_4493_I\수정본.xlsx,수정본.xlsx,사내 업무 효율화 TF,캠페인제안서,.xlsx,2025-04-30 07:38:41,random_folder
test_workspace\견적.jpg,견적.jpg,2025 3분기 마케팅 캠페인,개선안,.jpg,2025-06-10 15:19:41,root
test_workspace\folder_5179_F\최종본.jpg,최종본.jpg,기타,예산안,.jpg,2025-06-27 07:01:41,random_folder
test_workspace\-최종본(2)_56.docx,-최종본(2)_56.docx,신제품 '퀀텀' 출시,요구사항정의서,.docx,2024-12-21 14:22:41,root
test_workspace\folder_7026_Z\견적@#.docx,견적@#.docx,기타,예산안,.docx,2024-10-24 23:11:41,random_folder
